Tweet,Polarity
ساعه قبل المغرب نخصصها وندعي على اللهم اهلكهم وافلسهم ودمر فروعهم اللهم امين ,neg
شبكه سوا من امس كلبه وشكرا ,neg
صوره بدون تحيه لشركات النصب والاحتيال كلمه_لشركات_الاتصالات ,neg
طبعا مستحيل يمر يوم بدون م اسب ,neg
طبعا من ضمن البنيه التحتيه اللي لازم تخرب و النت يتعطل مع المطر,neg
طيح الله حظهم كلهم خياس بس المركز الاول بلا منازع كلمه_لشركات_الاتصالات,neg
عدلوو النت ترا قسم بالله زي حوش الغنم ولا مافيه كشته,neg
عشرميه ساعه عشان احمل حلقتين بس من المسلسل ستايل,neg
عندي فور جي و الاتصال زق مثل وجيهكم يا ,neg
فتحت تجوال البيانات عشان اشوف واتس اكبر_مبلغ_خسرته_في_لحظات بكل_صراحه موبايلي زين ,neg
كسم النت على ام من ضعف النت عندي صرت اسرق من نت الجيران واسرع كمان,neg
كل شي زفت يجتمع عليك والنت ازفت من الزفت حسبي الله عليكم يالاتصالات بانواعها تاخذون فلوسنا بدون خدمهتبرد القلب مافي ذمه ولا ضمير زين,neg
كل يوم اقول يمكن يتحسن الانترنت وابدا في البحث الجامعي لكن الاتصال مايساعد ,neg
لا 4G ولا 3G ولا حتى 2G Ping يا معلق وزاره البرق والبريد والهاتف ,neg
لا بارك الله في ,neg
لا حول الله يارب بدلنا الشريحه ونفس المشكله ضعيف النت ,neg
ليل ونهار صاجيننا برسايل عميل التميز اخرتها ينصك بوجهي قبل اقسم الموظف الي خدمته زي السلطه ,neg
مايسمحون له بمثل هالحركات المنحطه الي يمارسها ويعرف ايضا ان اسلامنا اقوى من قذارتك ياموظف يتبع 4 فتاه_تتعري_في_شركه_stc,neg
محاوله افساد المجتمع عبر امراه دنيئه بمجاهرتها التعري لتصور من احدى مكاتب موظفي خدمات العملاا فتاه_تتعرى_في_شركه_stc مقاطعه_stc,neg
مذله ,neg
مشترك 10 قيقا يوصلني 2 قيقا حسبي الله ونعم الوكيل كلمه_لشركات_الاتصالات,neg
من العن الشركات اللي شوفتها عساها تنحرق ,neg
مودم البيت باقه جوال 2 جهاز هواوي والارسال عند خياس حتى بالاتصال تفصل الشبكه كامل عساكم للنار والشرار بكل ريال تاخذونه نصب وكذب,neg
نحن على اخر 2015 ولانزال نعاني من الانترنت المقدم من و زين حتى موبايلي اصبحت الاسوا ولايوجد حمايه للمستهلك ضد سوا شركات الاتصال ,neg
ندفع لهم فلوس عشان نرفع ضغط نفسنا ,neg
هذا وهو الياف بصريه الله لايسامحكم ,neg
والله ان الحماراللي سوت عشانه كده الشركهكلها مالهاداعي في الحياه يارب تفلس وتقفل ولاتنحرق ايش العالم المقرفه فتاه_تتعري_في_شركه_stc,neg
والله لو ان اس تي سي رجلا لاغتصبته اس_تي_سي الاتصالات_السعوديه النت_ضعيف,neg
والله نفسي ارفع قضيه على الشكره احراميه او اقل شي اشتكي عليهم هيئه الاتصالات ايش الحل مع نصبهم ,neg
والله يالازعاج انه منكم ,neg
وتستمر معاناه مع شبكه بيتنا من اربع ايام تقريبا كل شوي تعلق ,neg
وحدو الدعاا عليهم موبايلي زين ,neg
وفي هذا الوقت من كل يوم يبدون بحركات التقطيع,neg
ي كررهي ل لا ورسائلهم علي انقلش زادوا الطين بله ,neg
ياااا ترى ارتفع ضغطي منكم لا بارك الله بشركم وبشر اللي يشترك معاكم ,neg
يارب صبرك ,neg
يارب كل الي له علاقه في بطئ النت عندنا يخرب النت عنده سنه حتى ايميله مايقدر يفتحه ,neg
يارب يمون النت حقكم يارب يموت النت حقكم يارب يموت النت حقكم يارب يموت النت حقكم ,neg
يالله صباح خير قومتن امي من النوم بخبر سيا للاسف قطعوا التلفون حسبي الله عليكم ,neg
يالله يارب ان تاخذهم ,neg
يقال احذر ان يشكوك احد الى الله فلن ينتهي حتى يصيبه ماذاقه منك اللهم اني اشكو اليك كل من اغتصب حقوق_موظفي_stc ومن قاموا بهيكله ,neg
 12ساعه ومحافظه حقل خارج تغطيه الاتصالات_السعوديه,neg
 24ساعه و حقل مقطوعه من خدمه الاتصالات_السعوديه,neg
 ارسال التغريده اصبح يستغرق نحو 10 دقائق عبر نت الاتصالات_السعوديه على الرغم من ان فاتورتهم كما هي ولم يعوضوني عن بطا الخد ,neg
 استبيان هل جميع محافظه_الكامل يعانون من ضعف النت والمكالمات الاتصالات_السعوديه موبايلي زين ,neg
 اكثر من 24 ساعه وخدمه الاتصالات_السعوديه خارج الخدمه في محافظه حقل,neg
 الاتصالات_السعوديه _ stc_ لا تحترم عملااها تعامل سيئ ولا تحترم العميل,neg
 الاتصالات_السعوديه اسرق منكم ماشفت رصيدي يروح ليششش وانا ماكلمت فيه,neg
 الاتصالات_السعوديه افشل شركه خدمات خرا ونصابيييييين ونت مافيه العالم وصلو سطح القمر وانتم باقي تعطون رسايل مجانيه ,neg
 الاتصالات_السعوديه اقفل عندهم خط ثابت بعد سنه ونصف يجيك فاتوره على نفس الخط وتراجع فرعهم يقولك الموظف ما عندي شي افيدك فيه ,neg
 الاتصالات_السعوديه تحظر الاتصال بشركات اتصال سعوديه مهزله ,neg
 الاتصالات_السعوديه طيب يوم تضيفون لي خرابيطكم ما شفتو المودم اذا ينفع او لا ولا بس اهم شي مصلحتكم حسبي الله عليكم من شركه بس,neg
 الاخوه في شركه الاتصالات_السعوديه الانترنت في تيماا سيا للغايه للجيل الثالث والرابع نامل حل المشكله وزياده الابراج ,neg
 انتم نظامكم دايم خربان اشحن عشان تسحبون رصيدي وادق الموظف يقول النظام خربان اتصلي بعد شوي الاتصالات_السعوديه ,neg
 ايرجى بالجراد صلاح امر وقد جبل الجراد على الفساد تحيه لكل مواطن لم تنصفه الاتصالات وهيئتها هيئه_الاتصالات ال ,neg
 تذمر اهلي حقل من انقطاع الاتصالات_السعوديه عن العمل,neg
 سكان البدع يشتكون من سوا خدمه اتصالاتstc البدع مقناا العصيله قيال الاتصالات_السعوديه ,neg
 شركات الاتصالات تعطل كل شي جميل بهذه الاجواا شركه عيبهاالدائم الانقطاع عساهم للعوق جميعا ضباا امطار_تبوك الاتصالات ,neg
 صوره صوره تبين التلاعب في اسعار وباقات الانترنت لدى شركه الاتصالات_السعوديه تحايل_شركه_STC_بعملائها ,neg
 كلمه_لشركات_الاتصالات الاتصالات_السعوديه انتم من يتستر على الفساد بسبب ان المواطن يجد صعوبه وشروط تعجيزيه في ارسال البرقيه للمسؤلين ,neg
 لا استغرب تسرب عملائكم مادامت هذي هي اساليب الارتقاا_بمعايير_الشموخ في الاتصالات_السعوديه,neg
 لاتتعب نفسك مع الاتصالات_السعوديه هذا الرد اللي بيجيك ,neg
 لاتنسخ الكلام تلصقه الفرع مابرجع له اصلا مافي احترام للعملاا الاتصالات_السعوديه,neg
 للاسف طال الانتظار ولا تزال خدمتكم خارج الخدمه الاتصالات_السعوديه ,neg
 معامله نقل خط تلفون منذ اكثر من 10 ايام مع انهم وعدوني بالانتهاا خلال 48 ساعه ولا رد او تجاوب الاتصالات_السعوديه,neg
 معاناه يوميه مع الاتصالات لواجهه عسير البحريه مع عده شكاوى رفعت للشركه ولكن دون جدوى الاتصالات_السعوديه الحريضه_ ,neg
 من صباح يوم امس ونحن نعاني انقطاع خدمه الاتصالات_السعوديه,neg
 موبايلي الاتصالات_السعوديه ضعف النت في بحره المجاهدين الجنوبيه حمله_نقل_الخدمه_من_موبايلي_الى_الاتصالات_السعوديه,neg
 انترنت_السعوديه_ضعيف من كثر ما طفشت من النت البطيا فكرت اهاجر من السعوديه ,neg
 انترنت_السعوديه_ضعيف من متى واحنا نتكلم والى متى راح نتكلم حسبي الله ونعم الوكيل ,neg
 انترنت_السعوديه_ضعيف من واقع تجربه شركه STC اسوا شركه اتصالات ,neg
 انترنت_السعوديه_ضعيف من وين يجي قوي موبايلي اللي فيها مصاريه كلهم مايدرون وين الله موديهم كله حسد عشان مايوظفون سعوديين ويست ,neg
 انترنت_السعوديه_ضعيف من يدخل الشتاا انسى النت لابوكم شركه نصابه نتكم خياس وتبريراتكم اخيس ,neg
 انترنت_السعوديه_ضعيف من يوم خبرت النت وهو ضعيف ,neg
 انترنت_السعوديه_ضعيف من يوم ماعرفت النت وهو ضعيف عندنا تنذل لحد ماتاخذ الشي اللي تبيه وقال ايش فور جي ,neg
 انترنت_السعوديه_ضعيف من يوم يومه وهو ضعيف وشركات الاتصالات تنافس بعضها بسوا الخدمه,neg
 انترنت_السعوديه_ضعيف من يوم يومهم نصابين,neg
 انترنت_السعوديه_ضعيف من يومه,neg
 انترنت_السعوديه_ضعيف من يومه ضعيف عسا هالشركات بالماحي ان شاا الله,neg
 انترنت_السعوديه_ضعيف من يومه ضعيف مافي شي جديد,neg
 انترنت_السعوديه_ضعيف من يومه ضعيف وصابرين عليه صبر ايوب,neg
 انترنت_السعوديه_ضعيف منجد stc مستلعنين هاليومين,neg
 انترنت_السعوديه_ضعيف منجد ضعيف علينا ياللي فوق شلون ع اللي تحت ,neg
 انترنت_السعوديه_ضعيف منذ اكثر من 6 اشهر وانا مقدم طلب انترنت لstc ولا اي تجاوب يعني لا خدمه ولا سرعه ,neg
 انترنت_السعوديه_ضعيف منذ مبطي,neg
 انترنت_السعوديه_ضعيف منذو مبطي بس وين المسؤل اللي يحس وينصف المواطن,neg
 انترنت_السعوديه_ضعيف منطقه الثمامه هالقريبه النت فيها سيئ ومع انك تدفع 350 ريال اشتراك مفتوح تبي الزين ومع ذلك مافيه فايده,neg
 انترنت_السعوديه_ضعيف مو اضعف اوسخه وانت الصادق,neg
 انترنت_السعوديه_ضعيف مو بس النت نبي نكلم يا ناس ويدقون العالم علي ومغلق مغلق حسبي الله عليهم,neg
 انترنت_السعوديه_ضعيف مو شي جديد كل يوم يطقطق علينا النت,neg
 انترنت_السعوديه_ضعيف مو شي جديد هذا وضعي حاليا ,neg
 انترنت_السعوديه_ضعيف مو شي غريب,neg
 انترنت_السعوديه_ضعيف مو شي غريب من يوم يومه وهو ضعيف,neg
 انترنت_السعوديه_ضعيف مو ضععيف وبس الا زفت ,neg
 انترنت_السعوديه_ضعيف مو ضعيف اسوا انترنت في العالم 20 قيقا زي نص قيقا ويقطع 27 يوم بالشهر وتدفع اشتراك شهر كامل,neg
 انترنت_السعوديه_ضعيف مو ضعيف اسواا من الضعيف,neg
 انترنت_السعوديه_ضعيف مو ضعيف الا يجيب المرض ,neg
 انترنت_السعوديه_ضعيف مو ضعيف و بس وضعنا يرثى له ,neg
 انترنت_السعوديه_ضعيف مو ضعيف وبس الا ابووووووو كلب ولا اكلب منه الا هيئه الاتصالات وتقنيه المعلومات الله ينصرنا عليكم بس ,neg
 انترنت_السعوديه_ضعيف مو مشكله بضعف التحميل و انخفاض الابلود المشكله بالبنق عند القيمرز ارقام فلكيه من 100 و انت طالع ,neg
 انترنت_السعوديه_ضعيف موبايلي الى الجحيم,neg
 انترنت_السعوديه_ضعيف موبس ضعيف الى يقطع كل دقيقه لمتى واحنا صابرين ياليت فيه بديل بس ,neg
 شركه ارباحها بالمليارات وتعجز ان تقدم خدمه تليق بعملائها مالفرق بين سوا الشبكه وبين الغش التجاري انترنت_السعوديه_ضعيف,neg
 شركه الاتصالات السعوديه تحترف النصب والخداع والترويج المزور لخدماتها القبيحه انترنت_السعوديه_ضعيف,neg
 شكاوي عملاا خدمات الانترنت تستمر وSTC تتصدر قائمه اسواا مقدم خدمه انترنت بالمملكه انترنت_السعوديه_ضعيف ,neg
 شيين وقوي عين انترنت_السعوديه_ضعيف,neg
 صارلي شهور وراكم اقولكم عندي مشكله بالنت وانتو تسلكولي نصابين ما عندكم غير زرف الفلوس انترنت_السعوديه_ضعيف,neg
 صحيح الانترنت ضعيف على مستوى المملكه حتى وانا من سكان ثالث مدينه على مستوى الدوله انترنت_السعوديه_ضعيف,neg
 صحيح والله كم نعاني وخاصه وقت المشاهده او وقت البحوث انترنت_السعوديه_ضعيف,neg
 عده شركات وكلهافاشله من عشرسنوات والنت سلحفائي انترنت_السعوديه_ضعيف,neg
 عزيزتي الحكومه السعوديه بالله ارحمينا من سوا خدمات ال انترنت_السعوديه_ضعيف وادبجي الشركات نحن بذمتك فديتكم تذكري ع ,neg
 عندنا راوتر صراحه اسوا من السيا طبعا تكلم خدمه العملاا يقولك مافيه شي طف وشغل وبنهايه بطيا ومخيس انترنت ,neg
 فساد الشركات وارتفاع الاسعار بدون رقابه و نت ضعيف كماان انترنت_السعوديه_ضعيف,neg
 في احد اخيس من سرعتي انترنت_السعوديه_ضعيف ,neg
 في الهند استخدمنا شبكه 2G طبعا مضطرين كانت سرعته تعادل ثلاث اضعاف 2G هنا في السعوديه عندنا اخيس نت في العالم انترنت_ ,neg
 في كوريا الانترنت مجاني في كل شوارعها وقطاراتها وكل حاره فيها واحنا ندفع فلوس ومع هذا سرق ونهب انترنت_السعوديه_ضعيف,neg
 قسم ملل الفساد في كل شيا انترنت_السعوديه_ضعيف,neg
 قسم ملل بالذات بالقرى حاطين البرج مزهريه انترنت_السعوديه_ضعيف ,neg
 قطاع الاتصالات في السعوديه يعاني من سوا الاداره والفساد انترنت_السعوديه_ضعيف,neg
 كذب عيني عينك ونكران لشي حاصل الاستخدام_العادل انترنت_السعوديه_ضعيف ,neg
 كل شئ بسعوديه ضعيف و بدائي و سيا جدا انترنت_السعوديه_ضعيف,neg
 كلهم شركات استغلال درجه اولى ماغير يلهطون فلوسنا انترنت_السعوديه_ضعيف ,neg
 لا حتى بالالياف مستقعدين اذا حملت كثير انترنت_السعوديه_ضعيف ,neg
 لاحسيب ولارقيب كاننا في غابه انترنت_السعوديه_ضعيف ,neg
 لازم الحكومه تلتفت لstc ترى العالم ماعاد بهم دلوخ زي اول وتقوله طف المودم ويصدق ترانا ندفع فلوس موب معطينا ببلاش انترنت ,neg
 للاسف اني اشتريت مودم من عندهم لكن اليوم سارمي المودم وجميع شرايح STC لن اتعامل معهم معا_لمقاطعه_الاتصالات_السعوديه انترنت ,neg
 للاسف ضحك وتحايل ونزف جيب المواطن المغلوب على امره من قبل الاتصالات السعوديه وليس هناك من يحميهم لانه فاسد مثلهم انترنت_ال ,neg
 للعلم تم تطبيق الاستخدام الظالم على DSL و الفايبر ايضا انترنت_السعوديه_ضعيف,neg
 لم نرى اي تطور في الهيئه ابدا بل بالعكس ازدادت سواا وتتحمل ضعف صوت الهيئه عقبال مانسمع خبر اعفائك انت ,neg
 لمتى ونحن نعاني من عدم النزاهه والاحترام للمجتمع فقط نهب وسرقه من الشركات ولا حساب او عقوبات انترنت_السعوديه_ضعيف,neg
 مافي جديد ماغير نهب فلوس وكذبت عروض انترنت_السعوديه_ضعيف,neg
 مافي نت اصلا هذا نقص انترنت_السعوديه_ضعيف,neg
 مافيه شي جديد من زمان وهو سيئ انترنت_السعوديه_ضعيف,neg
 مايقهرني الا هيئه الاتصالات ابي افهم وش عملها الله ينتقم منهم هالشركات اكلونا ولافيه خدمه زي العالم انترنت_السعوديه_ ,neg
 مدري بس اتوقع هاشتاق عشان النت عندهم ابو كلب انترنت_السعوديه_ضعيف,neg
 معاناه ممتده لعقود مع خدمه الانترنت السيئه في هالبلد لا 4G كويس ولا DSLكويس والالياف ردد ي ليل ما اطولك حسوا فينا انترنت_ا ,neg
قاتلكم الله يا STC انترنت_السعوديه_ضعيف,neg
قسم بالله جابو لنا المرض هالنت زق لدرجه ان الفلم ينزل له جزا ثاني و لعدنا م نحمله انترنت_السعوديه_ضعيف,neg
قسم بالله قهر اضعف انترنت في العالم عندنا انترنت_السعوديه_ضعيف,neg
قصدكم زباله انترنت_السعوديه_ضعيف,neg
قمه المهزله بفضل الله دولتنا من افضل الدول في البنى التحتيه لكن شركات الاتصالات تستغل ضعف هيئه الاتصالات لجشعها انترنت_السعوديه_ضعيف,neg
قوي في شفط الفلوسس ضعيف في الاداا نيجيريا مو السعوديه يمكن ماعندهم فكر انترنت_السعوديه_ضعيف,neg
كرهت التقنيه بسبب سوا الخدمه نشتري اجهزه متطوره واذا طفشنا من النت الفاشل قلبناها تصفح الاستديو والنغمات انترنت_السعوديه_ضعيف,neg
كرهت نفسي بسبب النتت انترنت_السعوديه_ضعيف,neg
كل الشركات زفت زفت زفت الله يمحيهم ويبيدهم فلوس واشتراك على خساره انترنت_السعوديه_ضعيف,neg
كل شيا اصبح يثير الشك المصالح المشتركه تجعل المواطن هو السلعه الارخص لا ن حاجته بايدي لئيمه انترنت_السعوديه_ضعيف,neg
كل يوم تقطيع انترنت_السعوديه_ضعيف,neg
كم ارباحكم يا STC ونت زفت وخدمه سيئه انترنت_السعوديه_ضعيف,neg
لا كل شركات الاتصالات في المملكه من ابداا الاتصالات في العالم لان هدفهم الربحيه لا والف لا للجوده انترنت_السعوديه_ضعيف,neg
لا وكمان من 4 ميقا يوصلي ولله بعض الاحيان 50 كيلوبايت حنا في السعوديه ولا افريقيا stc فاشله انترنت_السعوديه_ضعيف,neg
للاسف STC من اسوا الى اسوا لا جدوى كسبت الثقه في النفس و تمردت انترنت_السعوديه_ضعيف,neg
للاسف هالشركه وضعيت الميت ياخي حسو شوي وعدلوا من وضعكم المخيس انترنت_السعوديه_ضعيف,neg
للاسف وزير الاتصالات نايم في العسل والشركات ماخذه راحتها انترنت_السعوديه_ضعيف,neg
للاسف يعاملونا كانهم اصحاب فضل ومنه علينا انترنت_السعوديه_ضعيف,neg
لنا سنين نقول لهم النت سرعته بالسالب والرد واحد طف المودم وشغله انترنت_السعوديه_ضعيف,neg
لنا شهر عالحاله ذي ترون مافي سينما ولا في اماكن نطلعها اخلصوا علينا بالنت وخدمات زي العالم لابارك الله فيكم انترنت_السعوديه_ضعيف,neg
لو في كلمه تعبر عن معنى اقوى الضعف كتبتها انترنت_السعوديه_ضعيف,neg
لي سنه وانا اعاني من الانترنت وسرعته البايخه الي يمدح الانترنت ويقول سريع اكرمنا بسكوتك هاشتاق واضح انترنت_السعوديه_ضعيف,neg
ليه النت ضغيف ليه انترنت_السعوديه_ضعيف,neg
م اقول الا حسبي الله ونعم الوكيل انترنت_السعوديه_ضعيف,neg
ما بيتغير شي ابدا شركات فاشله وهمها كيف تسرقك وبس انترنت_السعوديه_ضعيف,neg
مابقى احد ما اشتكى من نتكم الزباله حسسسسوا فينا يااخوان حسوو انترنت_السعوديه_ضعيف,neg
متعووووده انترنت_السعوديه_ضعيف,neg
مخيس انترنت_السعوديه_ضعيف,neg
مرررررره ورب البيت غثيثث انترنت_السعوديه_ضعيف,neg
مررههه مررههه مررهههه وجع انترنت_السعوديه_ضعيف,neg
مره ضعيف واس تي سي وموبايلي بدال مايتنافسون على السرعه وخدمتنا يتنافسون على اي شركه خايسه ومكروهه من الكل انترنت_السعوديه_ضعيف,neg
مستحيل تقوي لكم الشبكه لانها راح تخسر في الاتصال لاكن تضعف النت عشان انت تسخدم الاتصال والنت وبكذا تربح دبل انترنت_السعوديه_ضعيف,neg
معاناه هالانترنت جربت جميع الشركات ووضعهم واحد انترنت_السعوديه_ضعيف ,neg
مغير لهط عساهم الحريقه الي تحرق بطونهم انترنت_السعوديه_ضعيف,neg
 كيف_واجهت_السعوديه_القاعده حذف_قناه_العربيه_من_الريسيفر خووونه للدين هذولا وللعرب والمسلمين لا دنيا لهم معنا ولا عقيده,neg
 لا يعرف عن هذه القناه الا الكذب في الاخبار والفحش في الاخلاق والفساد الدين فاي حاجه لي بها لابقيها عندي حذف_قناه_العربيه_م ,neg
 لا يكفي حذف_قناه_العربيه_من_الريسيفر بل وكل قناه شاذه عقديا وفكريا وتصادم الحسبه واهل الفضل ,neg
 لانها اصبحت بوقا من ابواق الشر ومرتعا من مراتع الكذب والرذيله حذف_قناه_العربيه_من_الريسيفر,neg
 لقد تم الدعس عليها بنجاح والحمد لله مكانها الطبيعي صندوق الزباله حذف_قناه_العربيه_من_الريسيفر,neg
 لقد تم حذف_قناه_العربيه_من_الريسيفر منذ انكشفت سواتها وعلى كل من له مسؤوليه ان يبذل جهدا ما استطاع في ازالتها لانها خدا ,neg
 لم اشاهد في حياتي اقذر من قناه العربيه العبريه شوهت سمعه السعوديه ومحاربه لكل فضيله حذف_قناه_العربيه_من_الريسيفر,neg
 لم تكن موجوده اساسا قناه الزيف والضلال مايتابعها الا مريض بعقده الدين والحقيقه وفوبيا الاسلام حذف_قناه_العربيه_من_الريسيفر,neg
 لماذا بلغت التغريدات ف هاشتاج حذف_قناه_العربيه_من_الريسيفر 5000تغريده ف ساعه بسبب السقوط الذريع لهذه القناه التي لا تمت ل ,neg
 لماذا عليك حذف_قناه_العربيه_من_الريسيفر لانها تشوه عقيدتنا وتحارب ديننا ,neg
 ما اقبح العربيه في اعلامها فكل برامجها قيح وصديد هي مزبله الاعلاميين المفسدين لهم في كل زاويه حمام للقاذورات حذف_قناه_العرب ,neg
 ماذا تريدون من قناه اكثر اعلاميها من جنوب لبنان تستهزا بالعريفي ومشايخ السنه وتعادي الاسلام وتحابي اليهود حذف_قناه_العربي ,neg
 مافي اقذر منه حذف_قناه_العربيه_من_الريسيفر,neg
 مشكله العربيه انها تبرز التطرف من جانب واحد وتغض الطرف عن الجانب الاخر رغم ان تطرف الجانب الاخر اشد واقذر حذف_قناه_العربيه_ ,neg
 من اقذر القنوات الداعمه للشيعه وللفرس العبريه حذف_قناه_العربيه_من_الريسيفر,neg
 من الطبيعي ان اقوم ب حذف_قناه_العربيه_من_الريسيفر لانها تحارب ديني الاسلام وتحارب موطني السعوديه ولا ينتمي لها الا ك ,neg
 منذ زمن بعيد محذوفه مستاجره لا مهنيه ولاقيم حذف_قناه_العربيه_من_الريسيفر,neg
 مهما كانت جوده الماده الوثائقيه في كشف الارهاب ستظل قناه العربيه العبريه كما يسميها التقليديون ودعاه التطرف حذف_قناه_العر ,neg
 ندااالى كل مسلم يهمه امر دينه ويمقت مايتنافى مع امردينه ان يبادرالى حذف_قناه_العربيه_من_الريسيفر,neg
 نطالب ولاه امرنا وفقهم الله باغلاق قناه العربيه المعاديه لدولتنا دستورا وولاهورعيه لقد كشفت الاحداث حقيقتها حذف_قناه_ال ,neg
 نعم سيتم حذفها قناه حقييييره الواجب ان يلتفت لها سلمان الحزم حذف_قناه_العربيه_من_الريسيفر,neg
 هالقناه فكره امريكيه و اداره شيعيه مارونيه شهداا فلسطين تطلق عليهم مسمى قتيل و فطائس الشيعه شهداا حذف_قناه_العربيه_من_الر ,neg
 هذه القناه لاتحسب على المسلمين فهي محسوبه لروافض اخزاها واخزاهم الله ومالكها ماهو الى حاطب ليل وهدفه المال فقط حذف_قناه_ا ,neg
 هل كانت هذه القناه جيده في هذه الفتره بالنسبه لي فهي سيئه من بداياتها حذف_قناه_العربيه_من_الريسيفر ,neg
 هؤلاا اتباع المفك في حملته النفاقيه يصف العربيه بالصهيونيه ويصف اصحابها باولياا امر مسلمين ويدعو لهم حذف_قناه_العربيه_من_ا ,neg
 هي اشد عدائا للبلد من قنوات الرافضه واكثر مداهنه للصهاينه يجب ان تلحق بالمنار وصاحبتها حذف_قناه_العربيه_من_الريسيفر,neg
 هي اول من روج لقناه الميادين الايرانيه المعاديه وعمل لها دعايه حذف_قناه_العربيه_من_الريسيفر ,neg
 والله انك كذاب حذف_قناه_العربيه_من_الريسيفر بسبب استضافه الرافضي اياد جمال الي يسب السعوديه ,neg
 والله فعلا صار لازم تنحذف قناه العربيه ومجموعه ال ام بي سي كلها لانهم قنوات قذاره اجلكم الله حذف_قناه_العربيه_من_الريسي ,neg
 وين اللي ينبحون هنا حذف_قناه_العربيه_من_الريسيفر عن عهر الجزيره وشتمها لبلاد التوحيد لن يظهر ,neg
 وينكم من قناه الجزيره اللي تروج ل مجتهد ماحد فيكم تكلم منافقييين والا وش وضعكم حذف_قناه_العربيه_من_الريسيفر ,neg
 يا عيال_عزمي يا حريم_السلطان كنتم تنبحون هنا حذف_قناه_العربيه_من_الريسيفر وينكم عن قناه اسيادكم ياخونه الجزير ,neg
 يجب ان يتم حذف_قناه_العربيه_من_الريسيفر لانها قناه مخترقه من اعداا الامه وتقف ضد اصطفاف ابناا السنه في كل مكان وابحث عن المس ,neg
 يعني قناه الخنزيره هيا اللي تمام كلاب الاخوان حذف_قناه_العربيه_من_الريسيفر ,neg
 كلمه_لشركات_الاتصالات بطيا وسيا بالخدمه وضعيفه بالاتصال,neg
 كلمه_لشركات_الاتصالات بعض موظفيها يحسسك ان الشركه شركه ابوووه يتفنن في سرقه العملاا والضحك عليهم ياويلكم من الله ,neg
 كلمه_لشركات_الاتصالات بكل اسف واسى اسواا الخدمات في عالم الاتصالات هي ما تقدمه الشركات بالسعوديه تمنيت ان افخر بها ولكن من يفخر بالفشل ,neg
 كلمه_لشركات_الاتصالات بهدلتوني,neg
 كلمه_لشركات_الاتصالات بين قوسيين ارحمونا ,neg
 كلمه_لشركات_الاتصالات تاخذ اكثر مما تعطي,neg
 كلمه_لشركات_الاتصالات تبا لكم ياتسلاب لا نت زي العالم ولا خدمه تفيدنا شركه همها الماده فقط ترفع الضغط يطلعون الشيب من شعر خشمك ,neg
 كلمه_لشركات_الاتصالات ترا ندري انكم تدرون ان النت فاشل ياحراميه مالت عليكم انتم وهيئه الاتصالات معكم,neg
 كلمه_لشركات_الاتصالات تف عليكم,neg
 كلمه_لشركات_الاتصالات تفله بحجم السماا عليهم ,neg
 كلمه_لشركات_الاتصالات تفله بحجم العالم لكم ,neg
 كلمه_لشركات_الاتصالات تفو,neg
 كلمه_لشركات_الاتصالات تفو تفو تفو تفو تفو تفو عليكم,neg
 كلمه_لشركات_الاتصالات تفو ثم تفو ثم تفو ,neg
 كلمه_لشركات_الاتصالات تفو من القلب ,neg
 كلمه_لشركات_الاتصالات تفوووووو على خدمتكم الزباله,neg
 كلمه_لشركات_الاتصالات تفيه عليكم ثم تفيه عليكم ثم تفيه عليكم ,neg
 كلمه_لشركات_الاتصالات تلمسو احتياجات الناس واطرحوا الخدمات بالمعقول وبطلوا النصب ,neg
 كلمه_لشركات_الاتصالات ثروتي راحت عندكم حرام عليكم ردوها ,neg
 كلمه_لشركات_الاتصالات جائزه اضعف انترنت مقدمه ل جائزه اضعف خدمه عملاا ل جائزه اكثر اللصوص سرقه بجداره ل ,neg
 كلمه_لشركات_الاتصالات جعلكم بحديب ع قولت بعض الناس ,neg
 كلمه_لشركات_الاتصالات جعلكم ماتربحون,neg
 كلمه_لشركات_الاتصالات جعلكم ماتربحون جعل ابراجكم الطيح شركاتكم تخيس ان شاا الله,neg
 كلمه_لشركات_الاتصالات جعلكمممم بحديب ,neg
 كلمه_لشركات_الاتصالات جميع شبكات المحمول الشبكه زباله,neg
 كلمه_لشركات_الاتصالات جو فاك يور سلف بليز ,neg
 كلمه_لشركات_الاتصالات حتروحوا من ربنا فين ,neg
